"Notes","Census Region","Census Region Code","State","State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 4: West","CENS-R4","Utah","49","2011","2011","Renal failure","N17-N19",270,2817222,9.6,12.8
"Total","Census Region 4: West","CENS-R4","Utah","49","2011","2011",,,270,2817222,9.6,12.8
,"Census Region 4: West","CENS-R4","Utah","49","2012","2012","Renal failure","N17-N19",263,2855287,9.2,12.3
"Total","Census Region 4: West","CENS-R4","Utah","49","2012","2012",,,263,2855287,9.2,12.3
,"Census Region 4: West","CENS-R4","Utah","49","2013","2013","Renal failure","N17-N19",321,2900872,11.1,14.2
"Total","Census Region 4: West","CENS-R4","Utah","49","2013","2013",,,321,2900872,11.1,14.2
,"Census Region 4: West","CENS-R4","Utah","49","2014","2014","Renal failure","N17-N19",369,2942902,12.5,16.0
"Total","Census Region 4: West","CENS-R4","Utah","49","2014","2014",,,369,2942902,12.5,16.0
,"Census Region 4: West","CENS-R4","Utah","49","2015","2015","Renal failure","N17-N19",363,2995919,12.1,15.4
"Total","Census Region 4: West","CENS-R4","Utah","49","2015","2015",,,363,2995919,12.1,15.4
,"Census Region 4: West","CENS-R4","Utah","49","2016","2016","Renal failure","N17-N19",395,3051217,12.9,16.1
"Total","Census Region 4: West","CENS-R4","Utah","49","2016","2016",,,395,3051217,12.9,16.1
,"Census Region 4: West","CENS-R4","Utah","49","2017","2017","Renal failure","N17-N19",411,3101833,13.3,16.3
"Total","Census Region 4: West","CENS-R4","Utah","49","2017","2017",,,411,3101833,13.3,16.3
"Total","Census Region 4: West","CENS-R4","Utah","49",,,,,2667,23429137,11.4,14.7
,"Census Region 4: West","CENS-R4","Wyoming","56","2010","2010","Renal failure","N17-N19",78,563626,13.8,14.2
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2010","2010",,,78,563626,13.8,14.2
,"Census Region 4: West","CENS-R4","Wyoming","56","2011","2011","Renal failure","N17-N19",80,568158,14.1,14.2
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2011","2011",,,80,568158,14.1,14.2
,"Census Region 4: West","CENS-R4","Wyoming","56","2012","2012","Renal failure","N17-N19",103,576412,17.9,17.2
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2012","2012",,,103,576412,17.9,17.2
,"Census Region 4: West","CENS-R4","Wyoming","56","2013","2013","Renal failure","N17-N19",103,582658,17.7,16.4
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2013","2013",,,103,582658,17.7,16.4
,"Census Region 4: West","CENS-R4","Wyoming","56","2014","2014","Renal failure","N17-N19",116,584153,19.9,18.6
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2014","2014",,,116,584153,19.9,18.6
,"Census Region 4: West","CENS-R4","Wyoming","56","2015","2015","Renal failure","N17-N19",131,586107,22.4,20.5
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2015","2015",,,131,586107,22.4,20.5
,"Census Region 4: West","CENS-R4","Wyoming","56","2016","2016","Renal failure","N17-N19",112,585501,19.1,17.4
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2016","2016",,,112,585501,19.1,17.4
,"Census Region 4: West","CENS-R4","Wyoming","56","2017","2017","Renal failure","N17-N19",119,579315,20.5,17.6
"Total","Census Region 4: West","CENS-R4","Wyoming","56","2017","2017",,,119,579315,20.5,17.6
"Total","Census Region 4: West","CENS-R4","Wyoming","56",,,,,842,4625930,18.2,17.1
,"Census Region 4: West","CENS-R4","Alaska","02","2010","2010","Renal failure","N17-N19",64,710231,9.0,14.4
"Total","Census Region 4: West","CENS-R4","Alaska","02","2010","2010",,,64,710231,9.0,14.4
,"Census Region 4: West","CENS-R4","Alaska","02","2011","2011","Renal failure","N17-N19",55,722718,7.6,12.8
"Total","Census Region 4: West","CENS-R4","Alaska","02","2011","2011",,,55,722718,7.6,12.8
,"Census Region 4: West","CENS-R4","Alaska","02","2012","2012","Renal failure","N17-N19",69,731449,9.4,13.1
"Total","Census Region 4: West","CENS-R4","Alaska","02","2012","2012",,,69,731449,9.4,13.1
,"Census Region 4: West","CENS-R4","Alaska","02","2013","2013","Renal failure","N17-N19",73,735132,9.9,13.9
"Total","Census Region 4: West","CENS-R4","Alaska","02","2013","2013",,,73,735132,9.9,13.9
,"Census Region 4: West","CENS-R4","Alaska","02","2014","2014","Renal failure","N17-N19",68,736732,9.2,14.4
"Total","Census Region 4: West","CENS-R4","Alaska","02","2014","2014",,,68,736732,9.2,14.4
,"Census Region 4: West","CENS-R4","Alaska","02","2015","2015","Renal failure","N17-N19",68,738432,9.2,12.7
"Total","Census Region 4: West","CENS-R4","Alaska","02","2015","2015",,,68,738432,9.2,12.7
,"Census Region 4: West","CENS-R4","Alaska","02","2016","2016","Renal failure","N17-N19",66,741894,8.9,11.8
"Total","Census Region 4: West","CENS-R4","Alaska","02","2016","2016",,,66,741894,8.9,11.8
,"Census Region 4: West","CENS-R4","Alaska","02","2017","2017","Renal failure","N17-N19",67,739795,9.1,10.6
"Total","Census Region 4: West","CENS-R4","Alaska","02","2017","2017",,,67,739795,9.1,10.6
"Total","Census Region 4: West","CENS-R4","Alaska","02",,,,,530,5856383,9.0,12.9
,"Census Region 4: West","CENS-R4","California","06","2010","2010","Renal failure","N17-N19",6602,37253956,17.7,18.4
"Total","Census Region 4: West","CENS-R4","California","06","2010","2010",,,6602,37253956,17.7,18.4
,"Census Region 4: West","CENS-R4","California","06","2011","2011","Renal failure","N17-N19",6832,37691912,18.1,18.4
"Total","Census Region 4: West","CENS-R4","California","06","2011","2011",,,6832,37691912,18.1,18.4
,"Census Region 4: West","CENS-R4","California","06","2012","2012","Renal failure","N17-N19",6906,38041430,18.2,18.1
"Total","Census Region 4: West","CENS-R4","California","06","2012","2012",,,6906,38041430,18.2,18.1
,"Census Region 4: West","CENS-R4","California","06","2013","2013","Renal failure","N17-N19",6780,38332521,17.7,17.3
"Total","Census Region 4: West","CENS-R4","California","06","2013","2013",,,6780,38332521,17.7,17.3
,"Census Region 4: West","CENS-R4","California","06","2014","2014","Renal failure","N17-N19",6867,38802500,17.7,16.9
"Total","Census Region 4: West","CENS-R4","California","06","2014","2014",,,6867,38802500,17.7,16.9
,"Census Region 4: West","CENS-R4","California","06","2015","2015","Renal failure","N17-N19",7220,39144818,18.4,17.4
"Total","Census Region 4: West","CENS-R4","California","06","2015","2015",,,7220,39144818,18.4,17.4
,"Census Region 4: West","CENS-R4","California","06","2016","2016","Renal failure","N17-N19",7453,39250017,19.0,17.5
"Total","Census Region 4: West","CENS-R4","California","06","2016","2016",,,7453,39250017,19.0,17.5
,"Census Region 4: West","CENS-R4","California","06","2017","2017","Renal failure","N17-N19",7474,39536653,18.9,17.2
"Total","Census Region 4: West","CENS-R4","California","06","2017","2017",,,7474,39536653,18.9,17.2
"Total","Census Region 4: West","CENS-R4","California","06",,,,,56134,308053807,18.2,17.6
,"Census Region 4: West","CENS-R4","Hawaii","15","2010","2010","Renal failure","N17-N19",289,1360301,21.2,17.3
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2010","2010",,,289,1360301,21.2,17.3
,"Census Region 4: West","CENS-R4","Hawaii","15","2011","2011","Renal failure","N17-N19",280,1374810,20.4,16.0
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2011","2011",,,280,1374810,20.4,16.0
,"Census Region 4: West","CENS-R4","Hawaii","15","2012","2012","Renal failure","N17-N19",326,1392313,23.4,18.3
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2012","2012",,,326,1392313,23.4,18.3
,"Census Region 4: West","CENS-R4","Hawaii","15","2013","2013","Renal failure","N17-N19",304,1404054,21.7,16.8
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2013","2013",,,304,1404054,21.7,16.8
,"Census Region 4: West","CENS-R4","Hawaii","15","2014","2014","Renal failure","N17-N19",287,1419561,20.2,15.2
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2014","2014",,,287,1419561,20.2,15.2
,"Census Region 4: West","CENS-R4","Hawaii","15","2015","2015","Renal failure","N17-N19",243,1431603,17.0,13.0
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2015","2015",,,243,1431603,17.0,13.0
,"Census Region 4: West","CENS-R4","Hawaii","15","2016","2016","Renal failure","N17-N19",210,1428557,14.7,11.0
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2016","2016",,,210,1428557,14.7,11.0
,"Census Region 4: West","CENS-R4","Hawaii","15","2017","2017","Renal failure","N17-N19",217,1427538,15.2,11.1
"Total","Census Region 4: West","CENS-R4","Hawaii","15","2017","2017",,,217,1427538,15.2,11.1
"Total","Census Region 4: West","CENS-R4","Hawaii","15",,,,,2156,11238737,19.2,14.7
,"Census Region 4: West","CENS-R4","Oregon","41","2010","2010","Renal failure","N17-N19",575,3831074,15.0,12.9
"Total","Census Region 4: West","CENS-R4","Oregon","41","2010","2010",,,575,3831074,15.0,12.9
,"Census Region 4: West","CENS-R4","Oregon","41","2011","2011","Renal failure","N17-N19",633,3871859,16.3,14.1
"Total","Census Region 4: West","CENS-R4","Oregon","41","2011","2011",,,633,3871859,16.3,14.1
,"Census Region 4: West","CENS-R4","Oregon","41","2012","2012","Renal failure","N17-N19",641,3899353,16.4,13.8
"Total","Census Region 4: West","CENS-R4","Oregon","41","2012","2012",,,641,3899353,16.4,13.8
,"Census Region 4: West","CENS-R4","Oregon","41","2013","2013","Renal failure","N17-N19",676,3930065,17.2,14.2
"Total","Census Region 4: West","CENS-R4","Oregon","41","2013","2013",,,676,3930065,17.2,14.2
,"Census Region 4: West","CENS-R4","Oregon","41","2014","2014","Renal failure","N17-N19",806,3970239,20.3,16.5
"Total","Census Region 4: West","CENS-R4","Oregon","41","2014","2014",,,806,3970239,20.3,16.5
,"Census Region 4: West","CENS-R4","Oregon","41","2015","2015","Renal failure","N17-N19",859,4028977,21.3,17.2
"Total","Census Region 4: West","CENS-R4","Oregon","41","2015","2015",,,859,4028977,21.3,17.2
,"Census Region 4: West","CENS-R4","Oregon","41","2016","2016","Renal failure","N17-N19",916,4093465,22.4,17.9
"Total","Census Region 4: West","CENS-R4","Oregon","41","2016","2016",,,916,4093465,22.4,17.9
,"Census Region 4: West","CENS-R4","Oregon","41","2017","2017","Renal failure","N17-N19",938,4142776,22.6,18.2
"Total","Census Region 4: West","CENS-R4","Oregon","41","2017","2017",,,938,4142776,22.6,18.2
"Total","Census Region 4: West","CENS-R4","Oregon","41",,,,,6044,31767808,19.0,15.7
,"Census Region 4: West","CENS-R4","Washington","53","2010","2010","Renal failure","N17-N19",1370,6724540,20.4,20.0
"Total","Census Region 4: West","CENS-R4","Washington","53","2010","2010",,,1370,6724540,20.4,20.0
,"Census Region 4: West","CENS-R4","Washington","53","2011","2011","Renal failure","N17-N19",1585,6830038,23.2,22.2
"Total","Census Region 4: West","CENS-R4","Washington","53","2011","2011",,,1585,6830038,23.2,22.2
,"Census Region 4: West","CENS-R4","Washington","53","2012","2012","Renal failure","N17-N19",1660,6897012,24.1,22.6
"Total","Census Region 4: West","CENS-R4","Washington","53","2012","2012",,,1660,6897012,24.1,22.6
,"Census Region 4: West","CENS-R4","Washington","53","2013","2013","Renal failure","N17-N19",1672,6971406,24.0,22.3
"Total","Census Region 4: West","CENS-R4","Washington","53","2013","2013",,,1672,6971406,24.0,22.3
,"Census Region 4: West","CENS-R4","Washington","53","2014","2014","Renal failure","N17-N19",1678,7061530,23.8,21.8
"Total","Census Region 4: West","CENS-R4","Washington","53","2014","2014",,,1678,7061530,23.8,21.8
,"Census Region 4: West","CENS-R4","Washington","53","2015","2015","Renal failure","N17-N19",1855,7170351,25.9,23.2
"Total","Census Region 4: West","CENS-R4","Washington","53","2015","2015",,,1855,7170351,25.9,23.2
,"Census Region 4: West","CENS-R4","Washington","53","2016","2016","Renal failure","N17-N19",1618,7288000,22.2,19.8
"Total","Census Region 4: West","CENS-R4","Washington","53","2016","2016",,,1618,7288000,22.2,19.8
,"Census Region 4: West","CENS-R4","Washington","53","2017","2017","Renal failure","N17-N19",1642,7405743,22.2,19.8
"Total","Census Region 4: West","CENS-R4","Washington","53","2017","2017",,,1642,7405743,22.2,19.8
"Total","Census Region 4: West","CENS-R4","Washington","53",,,,,13080,56348620,23.2,21.4
"Total","Census Region 4: West","CENS-R4",,,,,,,104990,597944137,17.6,16.7
"Total",,,,,,,,,494583,2539502901,19.5,17.2
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: N17.0 (Acute renal failure with tubular necrosis); N17.1 (Acute renal failure with acute cortical necrosis);"
"N17.2 (Acute renal failure with medullary necrosis); N17.8 (Other acute renal failure); N17.9 (Acute renal failure, unspecified)"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017"
"Group By: Census Region; State; Year; MCD - ICD Sub-Chapter"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 8, 2026 6:13:10 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Feb 8, 2026 6:13:10 PM"
"---"
Footnotes:
"1. Totals and sub-totals show the frequency of the selected causes of death, which may be greater than the number of deaths."
"Note that any single death record may have up to 20 causes. More information."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. These items in the results table are not fully selected: Renal failure. The Query Description lists the actual values"
"selected."
"3. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2000 Standard Population."
"4. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Age-Adjusted Rates."
"5. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"8. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"9. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
