"Notes","Residence Census Region","Residence Census Region Code","Residence State","Residence State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2022","2022","Renal failure","N17-N19",622,5717184,10.9,8.5
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2022","2022",,,1224,5717184,21.4,16.8
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2023","2023","Other bacterial diseases","A30-A49",591,5737915,10.3,8.1
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2023","2023","Renal failure","N17-N19",617,5737915,10.8,8.5
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2023","2023",,,1208,5737915,21.1,16.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2024 (provisional)","2024","Other bacterial diseases","A30-A49",545,5793151,9.4,7.1
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2024 (provisional)","2024","Renal failure","N17-N19",553,5793151,9.5,7.3
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2024 (provisional)","2024",,,1098,5793151,19.0,14.4
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",558,5793151,9.6,7.4
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2025 (provisional and partial)","2025","Renal failure","N17-N19",572,5793151,9.9,7.5
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2025 (provisional and partial)","2025",,,1130,5793151,19.5,14.9
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",43,5793151,0.7,0.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2026 (provisional and partial)","2026","Renal failure","N17-N19",43,5793151,0.7,0.6
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2026 (provisional and partial)","2026",,,86,5793151,1.5,1.2
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27",,,,,7405,51450095,14.4,11.4
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2018","2018","Other bacterial diseases","A30-A49",363,6126452,5.9,4.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2018","2018","Renal failure","N17-N19",366,6126452,6.0,4.7
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2018","2018",,,729,6126452,11.9,9.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2019","2019","Other bacterial diseases","A30-A49",311,6137428,5.1,3.8
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2019","2019","Renal failure","N17-N19",313,6137428,5.1,3.9
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2019","2019",,,624,6137428,10.2,7.7
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2020","2020","Other bacterial diseases","A30-A49",507,6151548,8.2,6.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2020","2020","Renal failure","N17-N19",514,6151548,8.4,6.4
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2020","2020",,,1021,6151548,16.6,12.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2021","2021","Other bacterial diseases","A30-A49",608,6168187,9.9,7.8
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2021","2021","Renal failure","N17-N19",613,6168187,9.9,7.8
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2021","2021",,,1221,6168187,19.8,15.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2022","2022","Other bacterial diseases","A30-A49",830,6177957,13.4,10.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2022","2022","Renal failure","N17-N19",836,6177957,13.5,10.4
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2022","2022",,,1666,6177957,27.0,20.7
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2023","2023","Other bacterial diseases","A30-A49",774,6196156,12.5,9.6
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2023","2023","Renal failure","N17-N19",781,6196156,12.6,9.7
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2023","2023",,,1555,6196156,25.1,19.3
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2024 (provisional)","2024","Other bacterial diseases","A30-A49",745,6245466,11.9,8.9
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2024 (provisional)","2024","Renal failure","N17-N19",753,6245466,12.1,9.0
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2024 (provisional)","2024",,,1498,6245466,24.0,18.0
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",756,6245466,12.1,9.0
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2025 (provisional and partial)","2025","Renal failure","N17-N19",765,6245466,12.2,9.1
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2025 (provisional and partial)","2025",,,1521,6245466,24.4,18.1
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",43,6245466,0.7,0.5
,"Census Region 2: Midwest","CENS-R2","Missouri","29","2026 (provisional and partial)","2026","Renal failure","N17-N19",43,6245466,0.7,0.5
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29","2026 (provisional and partial)","2026",,,86,6245466,1.4,1.0
"Total","Census Region 2: Midwest","CENS-R2","Missouri","29",,,,,9921,55694126,17.8,13.6
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2018","2018","Other bacterial diseases","A30-A49",109,1929268,5.6,4.8
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2018","2018","Renal failure","N17-N19",110,1929268,5.7,4.8
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2018","2018",,,219,1929268,11.4,9.6
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2019","2019","Other bacterial diseases","A30-A49",117,1934408,6.0,5.0
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2019","2019","Renal failure","N17-N19",117,1934408,6.0,5.0
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2019","2019",,,234,1934408,12.1,10.0
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2020","2020","Other bacterial diseases","A30-A49",112,1937552,5.8,4.6
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2020","2020","Renal failure","N17-N19",113,1937552,5.8,4.7
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2020","2020",,,225,1937552,11.6,9.3
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2021","2021","Other bacterial diseases","A30-A49",207,1963692,10.5,8.8
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2021","2021","Renal failure","N17-N19",210,1963692,10.7,8.9
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2021","2021",,,417,1963692,21.2,17.7
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2022","2022","Other bacterial diseases","A30-A49",252,1967923,12.8,10.7
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2022","2022","Renal failure","N17-N19",255,1967923,13.0,10.8
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2022","2022",,,507,1967923,25.8,21.4
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2023","2023","Other bacterial diseases","A30-A49",228,1978379,11.5,9.5
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2023","2023","Renal failure","N17-N19",233,1978379,11.8,9.7
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2023","2023",,,461,1978379,23.3,19.2
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2024 (provisional)","2024","Other bacterial diseases","A30-A49",283,2005465,14.1,11.6
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2024 (provisional)","2024","Renal failure","N17-N19",289,2005465,14.4,11.8
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2024 (provisional)","2024",,,572,2005465,28.5,23.4
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",260,2005465,13.0,10.7
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2025 (provisional and partial)","2025","Renal failure","N17-N19",261,2005465,13.0,10.7
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2025 (provisional and partial)","2025",,,521,2005465,26.0,21.4
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",15,2005465,Unreliable,Unreliable
,"Census Region 2: Midwest","CENS-R2","Nebraska","31","2026 (provisional and partial)","2026","Renal failure","N17-N19",16,2005465,Unreliable,Unreliable
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31","2026 (provisional and partial)","2026",,,31,2005465,1.5,1.4
"Total","Census Region 2: Midwest","CENS-R2","Nebraska","31",,,,,3187,17727617,18.0,14.9
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2018","2018","Other bacterial diseases","A30-A49",46,760077,6.1,5.6
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2018","2018","Renal failure","N17-N19",46,760077,6.1,5.6
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2018","2018",,,92,760077,12.1,11.2
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2019","2019","Other bacterial diseases","A30-A49",51,762062,6.7,5.8
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2019","2019","Renal failure","N17-N19",51,762062,6.7,5.8
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2019","2019",,,102,762062,13.4,11.6
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2020","2020","Other bacterial diseases","A30-A49",60,765309,7.8,6.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2020","2020","Renal failure","N17-N19",61,765309,8.0,6.9
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2020","2020",,,121,765309,15.8,13.6
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2021","2021","Other bacterial diseases","A30-A49",97,774948,12.5,10.7
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2021","2021","Renal failure","N17-N19",98,774948,12.6,10.8
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2021","2021",,,195,774948,25.2,21.5
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2022","2022","Other bacterial diseases","A30-A49",90,779261,11.5,10.1
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2022","2022","Renal failure","N17-N19",91,779261,11.7,10.2
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2022","2022",,,181,779261,23.2,20.4
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2023","2023","Other bacterial diseases","A30-A49",96,783926,12.2,9.8
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2023","2023","Renal failure","N17-N19",97,783926,12.4,9.9
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2023","2023",,,193,783926,24.6,19.8
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2024 (provisional)","2024","Other bacterial diseases","A30-A49",92,796568,11.5,9.3
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2024 (provisional)","2024","Renal failure","N17-N19",94,796568,11.8,9.5
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2024 (provisional)","2024",,,186,796568,23.4,18.8
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",69,796568,8.7,7.2
,"Census Region 2: Midwest","CENS-R2","North Dakota","38","2025 (provisional and partial)","2025","Renal failure","N17-N19",71,796568,8.9,7.3
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38","2025 (provisional and partial)","2025",,,140,796568,17.6,14.5
"Total","Census Region 2: Midwest","CENS-R2","North Dakota","38",,,,,1210,7015287,17.2,14.5
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2018","2018","Other bacterial diseases","A30-A49",69,882235,7.8,6.0
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2018","2018","Renal failure","N17-N19",70,882235,7.9,6.1
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2018","2018",,,139,882235,15.8,12.0
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2019","2019","Other bacterial diseases","A30-A49",71,884659,8.0,6.5
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2019","2019","Renal failure","N17-N19",75,884659,8.5,6.9
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2019","2019",,,146,884659,16.5,13.4
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2020","2020","Other bacterial diseases","A30-A49",117,892717,13.1,10.3
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2020","2020","Renal failure","N17-N19",120,892717,13.4,10.5
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2020","2020",,,237,892717,26.5,20.8
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2021","2021","Other bacterial diseases","A30-A49",134,895376,15.0,12.8
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2021","2021","Renal failure","N17-N19",136,895376,15.2,13.0
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2021","2021",,,270,895376,30.2,25.7
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2022","2022","Other bacterial diseases","A30-A49",118,909824,13.0,11.1
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2022","2022","Renal failure","N17-N19",120,909824,13.2,11.4
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2022","2022",,,238,909824,26.2,22.5
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2023","2023","Other bacterial diseases","A30-A49",124,919318,13.5,11.0
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2023","2023","Renal failure","N17-N19",127,919318,13.8,11.3
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2023","2023",,,251,919318,27.3,22.3
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2024 (provisional)","2024","Other bacterial diseases","A30-A49",145,924669,15.7,13.1
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2024 (provisional)","2024","Renal failure","N17-N19",151,924669,16.3,13.8
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2024 (provisional)","2024",,,296,924669,32.0,26.9
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",103,924669,11.1,8.9
,"Census Region 2: Midwest","CENS-R2","South Dakota","46","2025 (provisional and partial)","2025","Renal failure","N17-N19",103,924669,11.1,8.9
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2025 (provisional and partial)","2025",,,206,924669,22.3,17.9
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46","2026 (provisional and partial)","2026",,,11,924669,Unreliable,Unreliable
"Total","Census Region 2: Midwest","CENS-R2","South Dakota","46",,,,,1794,8158136,22.0,18.1
"Total","Census Region 2: Midwest","CENS-R2",,,,,,,93666,620282566,15.1,11.8
,"Census Region 3: South","CENS-R3","Delaware","10","2018","2018","Other bacterial diseases","A30-A49",82,967171,8.5,6.3
,"Census Region 3: South","CENS-R3","Delaware","10","2018","2018","Renal failure","N17-N19",83,967171,8.6,6.4
"Total","Census Region 3: South","CENS-R3","Delaware","10","2018","2018",,,165,967171,17.1,12.8
,"Census Region 3: South","CENS-R3","Delaware","10","2019","2019","Other bacterial diseases","A30-A49",50,973764,5.1,3.5
,"Census Region 3: South","CENS-R3","Delaware","10","2019","2019","Renal failure","N17-N19",53,973764,5.4,3.7
"Total","Census Region 3: South","CENS-R3","Delaware","10","2019","2019",,,103,973764,10.6,7.3
,"Census Region 3: South","CENS-R3","Delaware","10","2020","2020","Other bacterial diseases","A30-A49",81,986809,8.2,5.8
,"Census Region 3: South","CENS-R3","Delaware","10","2020","2020","Renal failure","N17-N19",81,986809,8.2,5.8
"Total","Census Region 3: South","CENS-R3","Delaware","10","2020","2020",,,162,986809,16.4,11.5
,"Census Region 3: South","CENS-R3","Delaware","10","2021","2021","Other bacterial diseases","A30-A49",113,1003384,11.3,7.8
,"Census Region 3: South","CENS-R3","Delaware","10","2021","2021","Renal failure","N17-N19",117,1003384,11.7,8.1
"Total","Census Region 3: South","CENS-R3","Delaware","10","2021","2021",,,230,1003384,22.9,15.9
,"Census Region 3: South","CENS-R3","Delaware","10","2022","2022","Other bacterial diseases","A30-A49",139,1018396,13.6,9.4
,"Census Region 3: South","CENS-R3","Delaware","10","2022","2022","Renal failure","N17-N19",144,1018396,14.1,9.8
"Total","Census Region 3: South","CENS-R3","Delaware","10","2022","2022",,,283,1018396,27.8,19.1
,"Census Region 3: South","CENS-R3","Delaware","10","2023","2023","Other bacterial diseases","A30-A49",147,1031890,14.2,10.1
,"Census Region 3: South","CENS-R3","Delaware","10","2023","2023","Renal failure","N17-N19",147,1031890,14.2,10.1
"Total","Census Region 3: South","CENS-R3","Delaware","10","2023","2023",,,294,1031890,28.5,20.2
,"Census Region 3: South","CENS-R3","Delaware","10","2024 (provisional)","2024","Other bacterial diseases","A30-A49",138,1051917,13.1,9.4
,"Census Region 3: South","CENS-R3","Delaware","10","2024 (provisional)","2024","Renal failure","N17-N19",140,1051917,13.3,9.6
"Total","Census Region 3: South","CENS-R3","Delaware","10","2024 (provisional)","2024",,,278,1051917,26.4,19.0
,"Census Region 3: South","CENS-R3","Delaware","10","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",132,1051917,12.5,8.7
,"Census Region 3: South","CENS-R3","Delaware","10","2025 (provisional and partial)","2025","Renal failure","N17-N19",133,1051917,12.6,8.8
"Total","Census Region 3: South","CENS-R3","Delaware","10","2025 (provisional and partial)","2025",,,265,1051917,25.2,17.5
,"Census Region 3: South","CENS-R3","Delaware","10","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",10,1051917,Unreliable,Unreliable
,"Census Region 3: South","CENS-R3","Delaware","10","2026 (provisional and partial)","2026","Renal failure","N17-N19",10,1051917,Unreliable,Unreliable
"Total","Census Region 3: South","CENS-R3","Delaware","10","2026 (provisional and partial)","2026",,,20,1051917,1.9,1.3
"Total","Census Region 3: South","CENS-R3","Delaware","10",,,,,1800,9137165,19.7,13.9
,"Census Region 3: South","CENS-R3","District of Columbia","11","2018","2018","Other bacterial diseases","A30-A49",24,702455,3.4,3.6
,"Census Region 3: South","CENS-R3","District of Columbia","11","2018","2018","Renal failure","N17-N19",24,702455,3.4,3.6
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2018","2018",,,48,702455,6.8,7.1
,"Census Region 3: South","CENS-R3","District of Columbia","11","2019","2019","Other bacterial diseases","A30-A49",27,705749,3.8,3.7
,"Census Region 3: South","CENS-R3","District of Columbia","11","2019","2019","Renal failure","N17-N19",27,705749,3.8,3.7
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2019","2019",,,54,705749,7.7,7.5
,"Census Region 3: South","CENS-R3","District of Columbia","11","2020","2020","Other bacterial diseases","A30-A49",34,712816,4.8,4.6
,"Census Region 3: South","CENS-R3","District of Columbia","11","2020","2020","Renal failure","N17-N19",35,712816,4.9,4.7
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2020","2020",,,69,712816,9.7,9.4
,"Census Region 3: South","CENS-R3","District of Columbia","11","2021","2021","Other bacterial diseases","A30-A49",49,670050,7.3,7.4
,"Census Region 3: South","CENS-R3","District of Columbia","11","2021","2021","Renal failure","N17-N19",49,670050,7.3,7.4
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2021","2021",,,98,670050,14.6,14.8
,"Census Region 3: South","CENS-R3","District of Columbia","11","2022","2022","Other bacterial diseases","A30-A49",71,671803,10.6,10.2
,"Census Region 3: South","CENS-R3","District of Columbia","11","2022","2022","Renal failure","N17-N19",71,671803,10.6,10.2
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2022","2022",,,142,671803,21.1,20.4
,"Census Region 3: South","CENS-R3","District of Columbia","11","2023","2023","Other bacterial diseases","A30-A49",61,678972,9.0,8.7
,"Census Region 3: South","CENS-R3","District of Columbia","11","2023","2023","Renal failure","N17-N19",61,678972,9.0,8.7
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2023","2023",,,122,678972,18.0,17.5
,"Census Region 3: South","CENS-R3","District of Columbia","11","2024 (provisional)","2024","Other bacterial diseases","A30-A49",73,702250,10.4,10.5
,"Census Region 3: South","CENS-R3","District of Columbia","11","2024 (provisional)","2024","Renal failure","N17-N19",73,702250,10.4,10.5
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2024 (provisional)","2024",,,146,702250,20.8,21.1
,"Census Region 3: South","CENS-R3","District of Columbia","11","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",54,702250,7.7,7.7
,"Census Region 3: South","CENS-R3","District of Columbia","11","2025 (provisional and partial)","2025","Renal failure","N17-N19",54,702250,7.7,7.7
"Total","Census Region 3: South","CENS-R3","District of Columbia","11","2025 (provisional and partial)","2025",,,108,702250,15.4,15.4
"Total","Census Region 3: South","CENS-R3","District of Columbia","11",,,,,791,6248595,12.7,12.6
,"Census Region 3: South","CENS-R3","Florida","12","2018","2018","Other bacterial diseases","A30-A49",955,21299325,4.5,3.0
,"Census Region 3: South","CENS-R3","Florida","12","2018","2018","Renal failure","N17-N19",972,21299325,4.6,3.0
"Total","Census Region 3: South","CENS-R3","Florida","12","2018","2018",,,1927,21299325,9.0,6.0
,"Census Region 3: South","CENS-R3","Florida","12","2019","2019","Other bacterial diseases","A30-A49",943,21477737,4.4,2.9
,"Census Region 3: South","CENS-R3","Florida","12","2019","2019","Renal failure","N17-N19",957,21477737,4.5,3.0
"Total","Census Region 3: South","CENS-R3","Florida","12","2019","2019",,,1900,21477737,8.8,5.9
,"Census Region 3: South","CENS-R3","Florida","12","2020","2020","Other bacterial diseases","A30-A49",1222,21733312,5.6,3.7
,"Census Region 3: South","CENS-R3","Florida","12","2020","2020","Renal failure","N17-N19",1237,21733312,5.7,3.7
"Total","Census Region 3: South","CENS-R3","Florida","12","2020","2020",,,2459,21733312,11.3,7.4
,"Census Region 3: South","CENS-R3","Florida","12","2021","2021","Other bacterial diseases","A30-A49",2364,21781128,10.9,7.5
,"Census Region 3: South","CENS-R3","Florida","12","2021","2021","Renal failure","N17-N19",2406,21781128,11.0,7.6
"Total","Census Region 3: South","CENS-R3","Florida","12","2021","2021",,,4770,21781128,21.9,15.1
,"Census Region 3: South","CENS-R3","Florida","12","2022","2022","Other bacterial diseases","A30-A49",2680,22244823,12.0,7.8
,"Census Region 3: South","CENS-R3","Florida","12","2022","2022","Renal failure","N17-N19",2711,22244823,12.2,7.9
"Total","Census Region 3: South","CENS-R3","Florida","12","2022","2022",,,5391,22244823,24.2,15.6
,"Census Region 3: South","CENS-R3","Florida","12","2023","2023","Other bacterial diseases","A30-A49",2477,22610726,11.0,7.1
,"Census Region 3: South","CENS-R3","Florida","12","2023","2023","Renal failure","N17-N19",2506,22610726,11.1,7.2
"Total","Census Region 3: South","CENS-R3","Florida","12","2023","2023",,,4983,22610726,22.0,14.3
,"Census Region 3: South","CENS-R3","Florida","12","2024 (provisional)","2024","Other bacterial diseases","A30-A49",2245,23372215,9.6,6.1
,"Census Region 3: South","CENS-R3","Florida","12","2024 (provisional)","2024","Renal failure","N17-N19",2272,23372215,9.7,6.2
"Total","Census Region 3: South","CENS-R3","Florida","12","2024 (provisional)","2024",,,4517,23372215,19.3,12.4
,"Census Region 3: South","CENS-R3","Florida","12","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",2296,23372215,9.8,6.4
,"Census Region 3: South","CENS-R3","Florida","12","2025 (provisional and partial)","2025","Renal failure","N17-N19",2325,23372215,9.9,6.4
"Total","Census Region 3: South","CENS-R3","Florida","12","2025 (provisional and partial)","2025",,,4621,23372215,19.8,12.8
,"Census Region 3: South","CENS-R3","Florida","12","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",114,23372215,0.5,0.3
,"Census Region 3: South","CENS-R3","Florida","12","2026 (provisional and partial)","2026","Renal failure","N17-N19",115,23372215,0.5,0.3
"Total","Census Region 3: South","CENS-R3","Florida","12","2026 (provisional and partial)","2026",,,229,23372215,1.0,0.6
"Total","Census Region 3: South","CENS-R3","Florida","12",,,,,30797,201263696,15.3,10.1
,"Census Region 3: South","CENS-R3","Georgia","13","2018","2018","Other bacterial diseases","A30-A49",423,10519475,4.0,3.9
,"Census Region 3: South","CENS-R3","Georgia","13","2018","2018","Renal failure","N17-N19",425,10519475,4.0,3.9
"Total","Census Region 3: South","CENS-R3","Georgia","13","2018","2018",,,848,10519475,8.1,7.8
,"Census Region 3: South","CENS-R3","Georgia","13","2019","2019","Other bacterial diseases","A30-A49",436,10617423,4.1,3.9
,"Census Region 3: South","CENS-R3","Georgia","13","2019","2019","Renal failure","N17-N19",437,10617423,4.1,3.9
"Total","Census Region 3: South","CENS-R3","Georgia","13","2019","2019",,,873,10617423,8.2,7.7
,"Census Region 3: South","CENS-R3","Georgia","13","2020","2020","Other bacterial diseases","A30-A49",611,10710017,5.7,5.1
,"Census Region 3: South","CENS-R3","Georgia","13","2020","2020","Renal failure","N17-N19",612,10710017,5.7,5.1
"Total","Census Region 3: South","CENS-R3","Georgia","13","2020","2020",,,1223,10710017,11.4,10.2
,"Census Region 3: South","CENS-R3","Georgia","13","2021","2021","Other bacterial diseases","A30-A49",955,10799566,8.8,8.0
,"Census Region 3: South","CENS-R3","Georgia","13","2021","2021","Renal failure","N17-N19",962,10799566,8.9,8.1
"Total","Census Region 3: South","CENS-R3","Georgia","13","2021","2021",,,1917,10799566,17.8,16.1
,"Census Region 3: South","CENS-R3","Georgia","13","2022","2022","Other bacterial diseases","A30-A49",1188,10912876,10.9,9.8
,"Census Region 3: South","CENS-R3","Georgia","13","2022","2022","Renal failure","N17-N19",1198,10912876,11.0,9.9
"Total","Census Region 3: South","CENS-R3","Georgia","13","2022","2022",,,2386,10912876,21.9,19.6
,"Census Region 3: South","CENS-R3","Georgia","13","2023","2023","Other bacterial diseases","A30-A49",1193,11029227,10.8,9.7
,"Census Region 3: South","CENS-R3","Georgia","13","2023","2023","Renal failure","N17-N19",1211,11029227,11.0,9.8
"Total","Census Region 3: South","CENS-R3","Georgia","13","2023","2023",,,2404,11029227,21.8,19.5
,"Census Region 3: South","CENS-R3","Georgia","13","2024 (provisional)","2024","Other bacterial diseases","A30-A49",1257,11180878,11.2,9.8
,"Census Region 3: South","CENS-R3","Georgia","13","2024 (provisional)","2024","Renal failure","N17-N19",1271,11180878,11.4,9.9
"Total","Census Region 3: South","CENS-R3","Georgia","13","2024 (provisional)","2024",,,2528,11180878,22.6,19.8
,"Census Region 3: South","CENS-R3","Georgia","13","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",1185,11180878,10.6,9.3
,"Census Region 3: South","CENS-R3","Georgia","13","2025 (provisional and partial)","2025","Renal failure","N17-N19",1201,11180878,10.7,9.4
"Total","Census Region 3: South","CENS-R3","Georgia","13","2025 (provisional and partial)","2025",,,2386,11180878,21.3,18.6
,"Census Region 3: South","CENS-R3","Georgia","13","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",57,11180878,0.5,0.4
,"Census Region 3: South","CENS-R3","Georgia","13","2026 (provisional and partial)","2026","Renal failure","N17-N19",58,11180878,0.5,0.5
"Total","Census Region 3: South","CENS-R3","Georgia","13","2026 (provisional and partial)","2026",,,115,11180878,1.0,0.9
"Total","Census Region 3: South","CENS-R3","Georgia","13",,,,,14680,98131218,15.0,13.5
